Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2002","2002","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2003","2003","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2004","2004","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2005","2005","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2006","2006","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2007","2007","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2008","2008","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2009","2009","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2010","2010","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2011","2011","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2012","2012","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2013","2013","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2014","2014","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2015","2015","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2016","2016","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2017","2017","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2000","2000","gigagrams","6952.1335","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2001","2001","gigagrams","6971.5555","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2002","2002","gigagrams","6582.9007","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2003","2003","gigagrams","8007.712","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2004","2004","gigagrams","9123.3185","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2005","2005","gigagrams","7907.458","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2006","2006","gigagrams","8552.0023","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2007","2007","gigagrams","8150.3052","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2008","2008","gigagrams","8016.9777","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2009","2009","gigagrams","10432.0988","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2010","2010","gigagrams","11297.4947","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2011","2011","gigagrams","8044.0251","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2012","2012","gigagrams","8889.445","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2013","2013","gigagrams","8773.229","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2014","2014","gigagrams","9358.1504","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2015","2015","gigagrams","8120.396","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2016","2016","gigagrams","9098.2366","Fc","Calculated data"
"EM","Emissions shares","100","India","723112","Emissions (CO2eq) (SAR)","6822","Agricultural land use","2017","2017","gigagrams","9098.2366","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2000","2000","gigagrams","7074.3892","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2001","2001","gigagrams","7099.0207","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2002","2002","gigagrams","6638.3257","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2003","2003","gigagrams","8327.619","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2004","2004","gigagrams","9658.3322","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2005","2005","gigagrams","8213.9206","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2006","2006","gigagrams","8976.9979","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2007","2007","gigagrams","8500.8115","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2008","2008","gigagrams","8342.993","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2009","2009","gigagrams","11206.0343","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2010","2010","gigagrams","12237.7616","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2011","2011","gigagrams","8371.8941","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2012","2012","gigagrams","9376.8118","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2013","2013","gigagrams","9236.8043","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2014","2014","gigagrams","9927.8132","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2015","2015","gigagrams","8456.849","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2016","2016","gigagrams","9587.0782","Fc","Calculated data"
"EM","Emissions shares","100","India","723113","Emissions (CO2eq) (AR5)","6822","Agricultural land use","2017","2017","gigagrams","9587.0782","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2000","2000","gigagrams","7030.6456","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2001","2001","gigagrams","7053.5026","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2002","2002","gigagrams","6618.559","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2003","2003","gigagrams","8213.3968","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2004","2004","gigagrams","9467.1177","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2005","2005","gigagrams","8104.4804","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2006","2006","gigagrams","8825.4062","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2007","2007","gigagrams","8375.8251","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2008","2008","gigagrams","8226.7112","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2009","2009","gigagrams","10930.3149","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2010","2010","gigagrams","11901.9135","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2011","2011","gigagrams","8254.7541","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2012","2012","gigagrams","9202.8298","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2013","2013","gigagrams","9071.0928","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2014","2014","gigagrams","9723.9496","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2015","2015","gigagrams","8336.5697","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2016","2016","gigagrams","9411.4911","Fc","Calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","6822","Agricultural land use","2017","2017","gigagrams","9411.4911","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2000","2000","gigagrams","6304.6363","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2001","2001","gigagrams","6293.5637","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2002","2002","gigagrams","6287.2588","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2003","2003","gigagrams","6305.5575","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2004","2004","gigagrams","6282.7542","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2005","2005","gigagrams","6277.4318","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2006","2006","gigagrams","6285.7547","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2007","2007","gigagrams","6280.1074","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2008","2008","gigagrams","6278.384","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2009","2009","gigagrams","6294.2733","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2010","2010","gigagrams","6298.6769","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2011","2011","gigagrams","6301.9403","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2012","2012","gigagrams","6295.2529","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2013","2013","gigagrams","6312.9025","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2014","2014","gigagrams","6342.2367","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2015","2015","gigagrams","6335.0488","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2016","2016","gigagrams","6531.1958","Fc","Calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","6822","Agricultural land use","2017","2017","gigagrams","6531.1958","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2000","2000","gigagrams","21.5206","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2001","2001","gigagrams","22.4796","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2002","2002","gigagrams","9.7867","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2003","2003","gigagrams","56.4264","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2004","2004","gigagrams","94.2792","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2005","2005","gigagrams","54.0464","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2006","2006","gigagrams","75.0336","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2007","2007","gigagrams","61.8991","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2008","2008","gigagrams","57.5607","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2009","2009","gigagrams","136.7968","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2010","2010","gigagrams","165.788","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2011","2011","gigagrams","57.7956","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2012","2012","gigagrams","85.9783","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2013","2013","gigagrams","81.6767","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2014","2014","gigagrams","100.2605","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2015","2015","gigagrams","59.2748","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2016","2016","gigagrams","85.7328","Fc","Calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","6822","Agricultural land use","2017","2017","gigagrams","85.7328","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2000","2000","gigagrams","0.6309","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2001","2001","gigagrams","0.6643","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2002","2002","gigagrams","0.2907","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2003","2003","gigagrams","1.6684","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2004","2004","gigagrams","2.7765","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2005","2005","gigagrams","1.5969","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2006","2006","gigagrams","2.2276","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2007","2007","gigagrams","1.8397","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2008","2008","gigagrams","1.7091","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2009","2009","gigagrams","4.0809","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2010","2010","gigagrams","4.8944","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2011","2011","gigagrams","1.7044","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2012","2012","gigagrams","2.544","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2013","2013","gigagrams","2.4036","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2014","2014","gigagrams","2.9369","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2015","2015","gigagrams","1.7438","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2016","2016","gigagrams","2.4731","Fc","Calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","6822","Agricultural land use","2017","2017","gigagrams","2.4731","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2000","2000","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2001","2001","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2002","2002","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2003","2003","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2004","2004","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2005","2005","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2006","2006","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2007","2007","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2008","2008","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2009","2009","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2010","2010","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2011","2011","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2012","2012","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2013","2013","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2014","2014","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2015","2015","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2016","2016","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","6822","Agricultural land use","2017","2017","gigagrams","0","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2000","2000","%","4.85","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2001","2001","%","4.9206","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2002","2002","%","5.1102","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2003","2003","%","5.3195","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2004","2004","%","5.48","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2005","2005","%","5.2848","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2006","2006","%","5.2492","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2007","2007","%","5.5424","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2008","2008","%","5.3514","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2009","2009","%","5.544","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2010","2010","%","5.8132","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2011","2011","%","5.8152","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2012","2012","%","5.7025","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2013","2013","%","5.8303","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2014","2014","%","5.6539","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2015","2015","%","5.6885","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2016","2016","%","5.5412","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6817","Industrial processes and product use","2017","2017","%","5.4189","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2000","2000","%","4.5551","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2001","2001","%","4.6186","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2002","2002","%","4.789","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2003","2003","%","5.0166","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2004","2004","%","5.2045","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2005","2005","%","4.981","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2006","2006","%","4.9531","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2007","2007","%","5.2856","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2008","2008","%","5.104","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2009","2009","%","5.3097","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2010","2010","%","5.5746","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2011","2011","%","5.5924","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2012","2012","%","5.5025","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2013","2013","%","5.6245","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2014","2014","%","5.473","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2015","2015","%","5.5139","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2016","2016","%","5.3813","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6817","Industrial processes and product use","2017","2017","%","5.2709","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2000","2000","%","4.7191","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2001","2001","%","4.7844","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2002","2002","%","4.9603","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2003","2003","%","5.1959","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2004","2004","%","5.3886","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2005","2005","%","5.1464","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2006","2006","%","5.1108","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2007","2007","%","5.4539","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2008","2008","%","5.2558","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2009","2009","%","5.4582","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2010","2010","%","5.7259","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2011","2011","%","5.7374","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2012","2012","%","5.6389","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2013","2013","%","5.7673","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2014","2014","%","5.6052","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2015","2015","%","5.6445","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2016","2016","%","5.5084","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6817","Industrial processes and product use","2017","2017","%","5.3944","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2000","2000","%","7.2634","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2001","2001","%","7.424","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2002","2002","%","7.6737","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2003","2003","%","7.7675","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2004","2004","%","7.7334","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2005","2005","%","7.7744","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2006","2006","%","7.657","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2007","2007","%","7.6803","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6817","Industrial processes and product use","2008","2008","%","7.3218","Fc","Calculated data"
